item_id,i_cat_id,item_name,i_tested,clean_item_name,delim_name_list,d_len,d_maxgram
185,44,"1C: Audiobooks. Vagin IO How to buy, but do not buy into [PC, Digital Version]",False,1c audiobooks vagin io how to buy but do not buy into pc digital version,"['1c', 'audiobooks vagin io how to buy but do not buy into', 'pc digital version']",3,11
186,44,"1C: Audiobooks. Vagin IO How to stop nervous [PC, Digital Version]",False,1c audiobooks vagin io how to stop nervous pc digital version,"['1c', 'audiobooks vagin io how to stop nervous', 'pc digital version']",3,7
187,44,"1C: Audiobooks. Vagin O. As interlocutor to put into place. Methods verbally attack [PC, Digital Version]",False,1c audiobooks vagin o as interlocutor to put into place methods verbally attack pc digital version,"['1c', 'audiobooks vagin o as interlocutor to put into place methods verbally attack', 'pc digital version']",3,12
188,44,"1C: Audiobooks. Vagin IO How to create a successful image [PC, Digital Version]",False,1c audiobooks vagin io how to create a successful image pc digital version,"['1c', 'audiobooks vagin io how to create a successful image', 'pc digital version']",3,9
189,44,"1C: Audiobooks. Vagin IO How to save money [PC, Digital Version]",False,1c audiobooks vagin io how to save money pc digital version,"['1c', 'audiobooks vagin io how to save money', 'pc digital version']",3,7
190,44,"1C: Audiobooks. Vagin O. How do I manage other [PC, Digital Version]",False,1c audiobooks vagin o how do i manage other pc digital version,"['1c', 'audiobooks vagin o how do i manage other', 'pc digital version']",3,8
191,44,"1C: Audiobooks. Vagin IO Psychological karate and aikido psychological [PC, Digital Version]",False,1c audiobooks vagin io psychological karate and aikido psychological pc digital version,"['1c', 'audiobooks vagin io psychological karate and aikido psychological', 'pc digital version']",3,8
192,44,"1C: Audiobooks. Vagin IO psycho development of self-confidence, luck, exclusivity [PC, Digital Version]",False,1c audiobooks vagin io psycho development of selfconfidence luck exclusivity pc digital version,"['1c', 'audiobooks vagin io psycho development of selfconfidence luck exclusivity', 'pc digital version']",3,9
193,44,"1C: Audiobooks. Vagin IO Personnel Management [PC, Digital Version]",False,1c audiobooks vagin io personnel management pc digital version,"['1c', 'audiobooks vagin io personnel management', 'pc digital version']",3,5
194,44,"1C: Audiobooks. Vagin IO, Gluschay A. Teach yourself to laugh [PC, Digital Version]",False,1c audiobooks vagin io gluschay a teach yourself to laugh pc digital version,"['1c', 'audiobooks vagin io gluschay a teach yourself to laugh', 'pc digital version']",3,9
195,44,"1C: Audiobooks. Vagin IO joy Management [PC, Digital Version]",False,1c audiobooks vagin io joy management pc digital version,"['1c', 'audiobooks vagin io joy management', 'pc digital version']",3,5
196,44,"1C: Audiobooks. Vasil Bykov. Go and not come back [PC, Digital Version]",False,1c audiobooks vasil bykov go and not come back pc digital version,"['1c', 'audiobooks vasil bykov go and not come back', 'pc digital version']",3,8
197,45,1C: Audiobooks. Great business or how to make money in the twentieth century (Digipack),False,1c audiobooks great business or how to make money in the twentieth century digipack,"['1c', 'audiobooks great business or how to make money in the twentieth century', 'digipack']",3,12
198,45,"1C: Audiobooks. J. Verne 20,000 Leagues Under the Sea",False,1c audiobooks j verne 20000 leagues under the sea,"['1c', 'audiobooks j verne 20000 leagues under the sea']",2,8
199,45,1C: Audiobooks. J. Verne Children of Captain Grant,False,1c audiobooks j verne children of captain grant,"['1c', 'audiobooks j verne children of captain grant']",2,7
200,45,1C: Audiobooks. Fun lessons for the little ones. The ABC and the score (Jewel),False,1c audiobooks fun lessons for the little ones the abc and the score jewel,"['1c', 'audiobooks fun lessons for the little ones the abc and the score', 'jewel']",3,12
201,44,"1C: Audiobooks. Vladimirskie AO and PA How to become a successful careerists or Secret [PC, Digital Version]",False,1c audiobooks vladimirskie ao and pa how to become a successful careerists or secret pc digital version,"['1c', 'audiobooks vladimirskie ao and pa how to become a successful careerists or secret', 'pc digital version']",3,13
202,45,1C: Audiobooks. Extracurricular Reading (for secondary schools) (Jewel),True,1c audiobooks extracurricular reading for secondary schools jewel,"['1c', 'audiobooks extracurricular reading', 'for secondary schools', 'jewel']",4,3
203,44,"1C: Audiobooks. Universal history, treated ""Satyricon"" [PC, Digital Version]",False,1c audiobooks universal history treated satyricon pc digital version,"['1c', 'audiobooks universal history treated', 'satyricon', 'pc digital version']",4,4
204,44,"1C: Audiobooks. GR Haggard. Cleopatra [PC, Digital Version]",True,1c audiobooks gr haggard cleopatra pc digital version,"['1c', 'audiobooks gr haggard cleopatra', 'pc digital version']",3,4
205,45,1C: Audiobooks. GH Andersen. Mermaid. Musical Performance (Digipack),True,1c audiobooks gh andersen mermaid musical performance digipack,"['1c', 'audiobooks gh andersen mermaid musical performance', 'digipack']",3,6
206,44,"1C: Audiobooks. Harry Harrison. The Stainless Steel Rat [PC, Digital Version]",False,1c audiobooks harry harrison the stainless steel rat pc digital version,"['1c', 'audiobooks harry harrison the stainless steel rat', 'pc digital version']",3,7
207,45,1C: Audiobooks. Garros-Evdokimov. gray goo,False,1c audiobooks garrosevdokimov gray goo,"['1c', 'audiobooks garrosevdokimov gray goo']",2,4
208,44,"1C: Audiobooks. Henry Haggard. Montezuma's Daughter [PC, Digital Version]",False,1c audiobooks henry haggard montezumas daughter pc digital version,"['1c', 'audiobooks henry haggard montezumas daughter', 'pc digital version']",3,5
209,44,1C: Audiobooks. Geography of Russia for children. Informative audio courses [Digital Version],False,1c audiobooks geography of russia for children informative audio courses digital version,"['1c', 'audiobooks geography of russia for children informative audio courses', 'digital version']",3,9
210,45,"1C: Audiobooks. Gilbert E. Eat, Pray, love (Jewel)",False,1c audiobooks gilbert e eat pray love jewel,"['1c', 'audiobooks gilbert e eat pray love', 'jewel']",3,6
211,44,"1C: Audiobooks. Giljarovsky VA ""Moscow and Muscovites"" (second part) [Digital Version]",False,1c audiobooks giljarovsky va moscow and muscovites second part digital version,"['1c', 'audiobooks giljarovsky va', 'moscow and muscovites', 'second part', 'digital version']",5,3
212,44,"1C: Audiobooks. Giljarovsky VA ""Moscow and Muscovites"" (first part) [Digital Version]",False,1c audiobooks giljarovsky va moscow and muscovites first part digital version,"['1c', 'audiobooks giljarovsky va', 'moscow and muscovites', 'first part', 'digital version']",5,3
213,45,1C: Audiobooks. Giljarovsky VA Moscow and Muscovites,True,1c audiobooks giljarovsky va moscow and muscovites,"['1c', 'audiobooks giljarovsky va moscow and muscovites']",2,6
214,44,"1C: Audiobooks. Gogol NV ""Wii"" [Digital Version]",False,1c audiobooks gogol nv wii digital version,"['1c', 'audiobooks gogol nv', 'wii', 'digital version']",4,3
215,45,1C: Audiobooks. Gogol NV Vij (Digipack),False,1c audiobooks gogol nv vij digipack,"['1c', 'audiobooks gogol nv vij', 'digipack']",3,4
216,44,"1C: Audiobooks. Gogol NV Marriage [PC, Digital Version]",False,1c audiobooks gogol nv marriage pc digital version,"['1c', 'audiobooks gogol nv marriage', 'pc digital version']",3,4
217,44,1C: Audiobooks. Gogol NV Diary of a Madman [Digital Version],False,1c audiobooks gogol nv diary of a madman digital version,"['1c', 'audiobooks gogol nv diary of a madman', 'digital version']",3,7
218,45,1C: Audiobooks. Goncharov IA ordinary story,False,1c audiobooks goncharov ia ordinary story,"['1c', 'audiobooks goncharov ia ordinary story']",2,5
219,45,1C: Audiobooks. M. Gorky The Lower Depths,False,1c audiobooks m gorky the lower depths,"['1c', 'audiobooks m gorky the lower depths']",2,6
220,44,1C: Audiobooks. Garnet Bracelet [Digital Version],False,1c audiobooks garnet bracelet digital version,"['1c', 'audiobooks garnet bracelet', 'digital version']",3,3
221,44,1C: Audiobooks. Green AS Scarlet Sails [Digital Version],False,1c audiobooks green as scarlet sails digital version,"['1c', 'audiobooks green as scarlet sails', 'digital version']",3,5
222,44,1C: Audiobooks. Green AS Running on the waves [Digital Version],False,1c audiobooks green as running on the waves digital version,"['1c', 'audiobooks green as running on the waves', 'digital version']",3,7
223,44,1C: Audiobooks. Green AS Top stories [Digital Version],False,1c audiobooks green as top stories digital version,"['1c', 'audiobooks green as top stories', 'digital version']",3,5
224,45,1C: Audiobooks. V. Hugo Les Miserables (Jewel),False,1c audiobooks v hugo les miserables jewel,"['1c', 'audiobooks v hugo les miserables', 'jewel']",3,5
225,45,1C: Audiobooks. Daniel Defoe. Robinson Crusoe. (Jewel),False,1c audiobooks daniel defoe robinson crusoe jewel,"['1c', 'audiobooks daniel defoe robinson crusoe', 'jewel']",3,5
226,45,1C: Audiobooks. Detectives on the road. In the best tradition of Agatha Christie and Arthur Conan Doyle (Jewel),True,1c audiobooks detectives on the road in the best tradition of agatha christie and arthur conan doyle jewel,"['1c', 'audiobooks detectives on the road in the best tradition of agatha christie and arthur conan doyle', 'jewel']",3,16
227,44,1C: Audiobooks. Detectives on the road. Russian version. In the best tradition of Agatha Christie and Arthur Conan Up,False,1c audiobooks detectives on the road russian version in the best tradition of agatha christie and arthur conan up,"['1c', 'audiobooks detectives on the road russian version in the best tradition of agatha christie and arthur conan up']",2,18
228,45,"1C: Audiobooks. Children from 0 to 3 years. Fairy tales, nursery rhyme, cradle (Jewel)",False,1c audiobooks children from 0 to 3 years fairy tales nursery rhyme cradle jewel,"['1c', 'audiobooks children from 0 to 3 years fairy tales nursery rhyme cradle', 'jewel']",3,12
229,44,"1C: Audiobooks. Children from 0 to 5 years. Carroll L. Alice for kids [PC, Digital Version]",False,1c audiobooks children from 0 to 5 years carroll l alice for kids pc digital version,"['1c', 'audiobooks children from 0 to 5 years carroll l alice for kids', 'pc digital version']",3,12
230,45,1C: Audiobooks. D. Defoe Robinson Crusoe,False,1c audiobooks d defoe robinson crusoe,"['1c', 'audiobooks d defoe robinson crusoe']",2,5
231,44,"1C: Audiobooks. D. Defoe Robinson Crusoe [PC, Digital Version]",False,1c audiobooks d defoe robinson crusoe pc digital version,"['1c', 'audiobooks d defoe robinson crusoe', 'pc digital version']",3,5
232,45,1C: Audiobooks. Jack London. Heart three (Jewel),False,1c audiobooks jack london heart three jewel,"['1c', 'audiobooks jack london heart three', 'jewel']",3,5
233,45,"1C: Audiobooks. Jerome K.Dzherom. Three Men in a boat, not counting the dogs (Jewel)",False,1c audiobooks jerome kdzherom three men in a boat not counting the dogs jewel,"['1c', 'audiobooks jerome kdzherom three men in a boat not counting the dogs', 'jewel']",3,12
234,45,1C: Audiobooks. Jonathan Swift. Traveling Gulliver (Digipack),True,1c audiobooks jonathan swift traveling gulliver digipack,"['1c', 'audiobooks jonathan swift traveling gulliver', 'digipack']",3,5
235,45,1C: Audiobooks. Charles Dickens. The heir to the trading house (Jewel),False,1c audiobooks charles dickens the heir to the trading house jewel,"['1c', 'audiobooks charles dickens the heir to the trading house', 'jewel']",3,9
236,45,1C: Audiobooks. Dina Rubina. A few hasty words of love (Digipack),False,1c audiobooks dina rubina a few hasty words of love digipack,"['1c', 'audiobooks dina rubina a few hasty words of love', 'digipack']",3,9
237,45,"1C: Audiobooks. For the little ones. Fairy tales, nursery rhymes and songs for children up to three years (Digipack)",True,1c audiobooks for the little ones fairy tales nursery rhymes and songs for children up to three years digipack,"['1c', 'audiobooks for the little ones fairy tales nursery rhymes and songs for children up to three years', 'digipack']",3,17
238,45,1C: Audiobooks. Nikitich and The Dragon. Alyosha Popovich and Tugarin Serpent,False,1c audiobooks nikitich and the dragon alyosha popovich and tugarin serpent,"['1c', 'audiobooks nikitich and the dragon alyosha popovich and tugarin serpent']",2,10
239,44,"1C: Audiobooks. Doyle AK The Red-Headed League. Sherlock Holmes stories [PC, Digital Version]",False,1c audiobooks doyle ak the redheaded league sherlock holmes stories pc digital version,"['1c', 'audiobooks doyle ak the redheaded league sherlock holmes stories', 'pc digital version']",3,9
240,44,1C: Audiobooks. Dostoevcky FM Nasty anecdote [Digital Version],False,1c audiobooks dostoevcky fm nasty anecdote digital version,"['1c', 'audiobooks dostoevcky fm nasty anecdote', 'digital version']",3,5
241,44,"1C: Audiobooks. Dostoevsky FM Player. Notes from the Underground [PC, Digital Version]",False,1c audiobooks dostoevsky fm player notes from the underground pc digital version,"['1c', 'audiobooks dostoevsky fm player notes from the underground', 'pc digital version']",3,8
242,44,1C: Audiobooks. Fyodor Dostoevsky Poor people [Digital Version],False,1c audiobooks fyodor dostoevsky poor people digital version,"['1c', 'audiobooks fyodor dostoevsky poor people', 'digital version']",3,5
243,45,1C: Audiobooks. Fyodor Dostoevsky Crime and Punishment (mp3-audioperformance),False,1c audiobooks fyodor dostoevsky crime and punishment mp3audioperformance,"['1c', 'audiobooks fyodor dostoevsky crime and punishment', 'mp3audioperformance']",3,6
244,45,"1C: Audiobooks. A. Dumas, The Three Musketeers. Audioperformance (Digipack)",False,1c audiobooks a dumas the three musketeers audioperformance digipack,"['1c', 'audiobooks a dumas the three musketeers audioperformance', 'digipack']",3,7
245,44,"1C: Audiobooks. E. Sivkov. Parables and anecdotes [PC, Digital Version]",False,1c audiobooks e sivkov parables and anecdotes pc digital version,"['1c', 'audiobooks e sivkov parables and anecdotes', 'pc digital version']",3,6
246,45,1C: Audiobooks. Erofeev Moscow-Petushki. Reads C. Cords (Digipack),False,1c audiobooks erofeev moscowpetushki reads c cords digipack,"['1c', 'audiobooks erofeev moscowpetushki reads c cords', 'digipack']",3,6
247,45,1C: Audiobooks. Live books. Tales - baby,False,1c audiobooks live books tales baby,"['1c', 'audiobooks live books tales baby']",2,5
248,45,1C: Audiobooks. Jules Verne. The Children of Captain Grant. (Jewel),True,1c audiobooks jules verne the children of captain grant jewel,"['1c', 'audiobooks jules verne the children of captain grant', 'jewel']",3,8
249,45,1C: Audiobooks. Jules Verne. Fifteen captain (Jewel),True,1c audiobooks jules verne fifteen captain jewel,"['1c', 'audiobooks jules verne fifteen captain', 'jewel']",3,5
250,44,1C: Audiobooks. Zamyatin EI We. Novel dystopia [Digital Version],False,1c audiobooks zamyatin ei we novel dystopia digital version,"['1c', 'audiobooks zamyatin ei we novel dystopia', 'digital version']",3,6
251,44,1C: Audiobooks. Famous works of Russian writers ([Digital Version],False,1c audiobooks famous works of russian writers digital version,"['1c', 'audiobooks famous works of russian writers', 'digital version']",3,6
252,45,1C: Audiobooks. Golden collection of classics for children (Jewel),False,1c audiobooks golden collection of classics for children jewel,"['1c', 'audiobooks golden collection of classics for children', 'jewel']",3,7
253,45,"1C: Audiobooks. Ilya Ilf, Evgeny Petrov. 12 chairs (Jewel)",True,1c audiobooks ilya ilf evgeny petrov 12 chairs jewel,"['1c', 'audiobooks ilya ilf evgeny petrov 12 chairs', 'jewel']",3,7
